"","p","d","m"
"2508",584,0,8199.26365245124
"2509",584,1,10549.1946691889
"2510",770,1,13888.0664380006
"2511",859,0,8732.6950045463
"2512",695,0,9698.34870233759
"2513",770,0,9003.32102396724
"2514",695,1,14315.4750020368
"2515",695,0,8445.7874035749
"2516",695,0,7052.72621222955
"2517",666,0,8840.24196811801
"2518",859,0,11373.2706051632
"2519",584,0,9927.36584694033
"2520",695,0,10591.0439400379
"2521",584,1,12103.1433417439
"2522",695,0,10765.3257597153
"2523",859,0,10527.3903578593
"2524",695,1,12657.3299724006
"2525",666,1,13191.4614164136
"2526",584,0,6918.67401948919
"2527",666,1,12338.9101768943
"2528",770,1,13091.2454111656
"2529",584,1,8703.75177303306
"2530",584,1,13358.1768508884
"2531",584,1,13885.2413245603
"2532",584,1,8893.23830500126
"2533",695,1,12811.84975433
"2534",770,1,11143.4078351291
"2535",584,1,16467.5476396197
"2536",584,1,12821.9403836396
"2537",584,1,12558.9280812808
"2538",584,1,12138.5515533936
"2539",666,1,9733.34915446508
"2540",695,0,8037.51622733784
"2541",695,1,10282.0085562048
"2542",584,1,10725.8916918619
"2543",770,0,7404.17111164898
"2544",666,1,14196.2038693634
"2545",584,1,10649.4859572545
"2546",770,0,5528.69343853499
"2547",695,1,12381.3155284541
"2548",584,0,9107.59016409331
"2549",584,1,14708.2931795999
"2550",770,0,8231.19782567498
"2551",584,1,15079.8380210237
"2552",859,0,10072.7996886906
"2553",695,0,9137.00460113195
"2554",770,1,10242.12558319
"2555",584,1,12903.9283519234
"2556",695,0,8761.29904205464
"2557",584,1,8634.77439977624
"2558",584,1,12364.5852097994
"2559",770,0,10413.9984052617
"2560",695,0,9475.61093601065
"2561",770,0,8292.37959762553
"2562",695,0,6841.20221391396
"2563",584,1,10407.409668918
"2564",695,1,12318.9102432388
"2565",584,1,13189.0265102702
"2566",584,1,4172.75895017665
"2567",584,1,13731.1037764616
"2568",584,1,9638.18330357841
"2569",584,1,12307.5290039714
"2570",584,1,12874.4796813508
"2571",666,1,11920.5740064291
"2572",666,1,11812.6240000766
"2573",695,1,11010.3263043278
"2574",584,1,8162.94581345532
"2575",584,1,11442.084401262
"2576",584,1,14068.9084619637
"2577",584,1,13087.9472144431
"2578",695,1,10753.3606507778
"2579",584,1,9956.57801683147
"2580",695,0,9859.97483222238
"2581",584,1,15224.817040556
"2582",695,0,9302.56834041678
"2583",584,1,13408.3742936285
"2584",695,0,5892.53947849339
"2585",584,1,10088.6843420663
"2586",584,1,8928.08701643984
"2587",584,1,11409.4039574099
"2588",584,1,8285.76218192959
"2589",584,0,9070.51700362011
"2590",584,1,13324.359069143
"2591",689,1,12410.7998493288
"2592",695,1,11625.5837256748
"2593",666,0,9016.84105658305
"2594",770,1,13076.9971239006
"2595",584,1,12745.2366773151
"2596",584,1,10104.5167252424
"2597",584,1,10040.5801494128
"2598",666,1,13859.0463661678
"2599",584,0,2548.28631990853
"2600",770,0,9454.62458032616
"2601",695,0,9180.45398368032
"2602",584,1,12186.9592301735
"2603",584,1,13174.3991984792
"2604",584,1,13434.1224476628
"2605",584,1,10928.7509435331
"2606",770,0,9824.30845364697
"2607",695,0,7981.33387612334
"2608",584,0,8067.0256611648
"2609",584,1,11902.4080186159
"2610",695,0,9300.70992062586
"2611",666,1,11635.6284982813
"2612",584,1,11150.9349582962
"2613",666,0,11373.8307319693
"2614",584,1,10905.9022069218
"2615",695,0,7719.68827455001
"2616",584,1,11813.8185032621
"2617",584,1,10996.9872165318
"2618",584,1,10350.5752843706
"2619",584,0,7212.70241308872
"2620",695,1,10612.8871873763
"2621",584,1,11551.0784756886
"2622",859,0,7597.86358531447
"2623",695,0,8828.1370709951
"2624",666,1,8421.96795755605
"2625",584,1,9455.25565597408
"2626",584,1,9287.22171120598
"2627",695,1,12138.6470889913
"2628",695,1,13609.7921359129
"2629",584,1,11861.7299511634
"2630",666,0,10680.1970809738
"2631",584,1,8824.64142899746
"2632",770,1,10558.4698697041
"2633",584,1,8655.896402236
"2634",584,1,11469.1417546832
"2635",584,1,12883.8793922255
"2636",770,0,9232.94573418075
"2637",695,1,10606.2813420564
"2638",695,1,8076.43173612975
"2639",584,1,12703.2268958591
"2640",770,0,13286.8305759703
"2641",584,1,8068.40727557313
"2642",695,1,15646.8629021437
"2643",584,1,13443.4982732314
"2644",770,1,13431.8355611148
"2645",770,0,11129.526529171
"2646",584,1,9691.39848904811
"2647",770,1,12130.99289562
"2648",695,1,11454.1043123741
"2649",666,0,6318.68706042114
"2650",695,0,9690.73774054161
"2651",859,0,7965.66691627722
"2652",584,1,11730.2946780149
"2653",770,1,12625.4213283455
"2654",584,1,12358.2359191309
"2655",770,1,11708.8910696252
"2656",770,0,9371.12884703173
"2657",584,1,12194.6500160355
"2658",695,1,8589.7079613463
"2659",695,1,11267.7439990708
"2660",584,1,8199.88201236076
"2661",770,0,8522.58733690147
"2662",695,1,12848.9245505185
"2663",584,1,17160.7353740708
"2664",584,0,7886.12430198889
"2665",695,0,6522.77833473016
"2666",666,0,8617.92252743358
"2667",695,1,16525.8949892516
"2668",666,1,15345.1778246606
"2669",695,0,7652.64379749338
"2670",584,1,10438.648122304
"2671",584,1,10622.7663043173
"2672",695,1,12389.0087284465
"2673",584,1,9490.36848978062
"2674",770,0,9666.36972216132
"2675",695,1,11467.6620572714
"2676",584,1,8558.05793984897
"2677",584,1,7446.75972377477
"2678",584,1,13317.9242439322
"2679",695,1,11851.793781229
"2680",584,1,10108.6248981408
"2681",584,1,9732.71167639964
"2682",695,0,7439.13168170603
"2683",584,1,15051.3425570121
"2684",695,1,13266.9747149162
"2685",584,0,6991.88163589706
"2686",695,0,10000.3959540534
"2687",770,1,13892.7808876569
"2688",584,1,11665.0957323777
"2689",770,0,7963.65368625638
"2690",689,1,11354.0966785371
"2691",584,1,10811.2110385079
"2692",584,1,10361.3497286455
"2693",584,1,11433.4286132622
"2694",584,1,10002.1432541432
"2695",584,1,12491.0324357004
"2696",859,0,11940.7408077675
"2697",584,1,9674.74437594756
"2698",584,1,13073.65198864
"2699",584,1,9878.69560569276
"2700",584,0,9067.55510233176
"2701",695,1,13934.0551653913
"2702",584,1,11721.5995827547
"2703",584,1,13065.1087746674
"2704",695,1,11933.4984286098
"2705",695,0,9072.24460747065
"2706",770,1,12516.6093396379
"2707",584,1,10305.5189533709
"2708",584,1,12481.2499665748
"2709",584,0,10525.9422071045
"2710",695,0,8278.77967502644
"2711",584,1,11712.1444110353
"2712",770,1,11851.4409012761
"2713",584,1,10759.2663507288
"2714",666,1,12593.8926027828
"2715",695,0,10088.3449137438
"2716",584,0,8399.48204852059
"2717",695,0,10911.9344201064
"2718",695,1,12955.9366547903
"2719",695,1,13610.5187033728
"2720",695,0,12209.2673237115
"2721",689,1,14608.6741724228
"2722",859,0,7460.04084058987
"2723",689,0,7865.57588828921
"2724",584,1,9301.25079934537
"2725",584,1,14299.8119920174
"2726",584,1,8081.81903935514
"2727",695,1,11020.9828140928
"2728",584,1,12116.2061506838
"2729",859,0,7438.20287705226
"2730",666,0,8584.465084986
"2731",695,0,10831.7409440258
"2732",695,1,8498.45471586178
"2733",695,1,11311.6118959594
"2734",584,1,11014.6179858916
"2735",584,1,9673.5714129421
"2736",695,1,11168.7217672826
"2737",584,1,14780.6744512416
"2738",666,0,10909.7336837402
"2739",859,0,10795.1142149152
"2740",695,0,6805.19104430907
"2741",584,1,12343.7785018326
"2742",695,0,9068.66900001188
"2743",695,1,10899.5147798421
"2744",695,1,10360.3742827405
"2745",584,1,11641.6123706065
"2746",770,1,10423.129638214
"2747",695,0,7645.69995188654
"2748",584,1,10099.6404421946
"2749",584,1,8823.32171112296
"2750",584,1,9015.67313416333
"2751",584,0,7354.33139051324
"2752",584,1,12349.6651514091
"2753",695,1,11435.0360214633
"2754",584,1,9571.70140487498
"2755",584,1,13326.1575352414
"2756",584,1,14561.8971768059
"2757",695,1,12535.4260312608
"2758",584,1,10706.7855028711
"2759",770,1,12760.8208282502
"2760",584,1,8165.11435890827
"2761",584,1,17108.1658733648
"2762",695,1,12624.0368965793
"2763",695,1,10257.3324868844
"2764",695,1,14621.9600076476
"2765",695,1,13339.6143255644
"2766",859,0,12722.367388595
"2767",859,0,7073.60184280701
"2768",584,1,11167.3078142838
"2769",584,1,13297.5344487289
"2770",695,0,10917.1853218044
"2771",770,0,10832.7540580315
"2772",695,1,13975.6009255266
"2773",584,1,8661.25150260985
"2774",584,1,11973.3743481855
"2775",695,0,8370.20698925904
"2776",584,1,11609.6997180397
"2777",584,0,7775.26960514074
"2778",584,1,10426.4309263617
"2779",689,1,15763.3030219232
"2780",770,1,15058.4829219638
"2781",584,1,9185.00723864004
"2782",584,1,10840.2626303898
"2783",584,1,13328.5015104009
"2784",695,0,7421.0944082816
"2785",666,1,9739.16123648763
"2786",859,0,9809.42742554964
"2787",666,1,14991.957723593
"2788",584,0,7300.70313003253
"2789",770,1,13114.6269987001
"2790",584,1,10192.9166439466
"2791",584,1,12998.7460009181
"2792",584,1,10771.479885563
"2793",584,1,14841.069413761
"2794",584,1,10996.9053130212
"2795",859,0,12115.5044037282
"2796",770,0,11182.1052684364
"2797",695,0,11125.7408038023
"2798",666,1,12195.3703618674
"2799",770,1,11799.6772135522
"2800",584,1,12061.4408549959
"2801",584,0,7601.86567504511
"2802",584,1,12253.4642685347
"2803",584,1,9742.0740830055
"2804",584,1,11445.2514367477
"2805",695,1,11658.3458630529
"2806",770,1,11482.3690347982
"2807",584,1,12728.3940113633
"2808",584,1,14290.9841712288
"2809",584,1,10179.4665374195
"2810",859,0,10919.4465580657
"2811",770,1,14660.6278657
"2812",695,1,12385.0931846534
"2813",859,0,8305.56276066309
"2814",584,1,15750.9998942275
"2815",695,1,11148.8725001249
"2816",584,1,10309.6674540669
"2817",695,1,12591.1622517003
"2818",584,0,8266.70303241123
"2819",770,0,8496.18777993588
"2820",584,1,16780.7058915777
"2821",695,1,10492.5618477693
"2822",584,0,6912.17083365287
"2823",695,0,8547.59636726114
"2824",695,1,10593.5541324306
"2825",584,1,13123.7282520273
"2826",695,1,13267.2359791808
"2827",770,0,7440.45645191965
"2828",584,1,11398.0687824058
"2829",666,1,7900.42146225893
"2830",584,1,7140.43720727076
"2831",770,0,8915.15817692103
"2832",584,1,9212.9398437276
"2833",666,1,11605.1448154456
"2834",695,0,7739.04111498793
"2835",584,1,8765.780540763
"2836",770,0,11505.6071043988
"2837",584,1,12597.5686246269
"2838",584,1,11462.3610961941
"2839",584,1,12431.3860627209
"2840",695,1,14186.3739248587
"2841",584,1,7366.44822600509
"2842",584,1,13449.1996842097
"2843",584,1,10547.8491378921
"2844",859,0,7309.44568420412
"2845",584,1,7450.3269615841
"2846",584,1,9116.87535333073
"2847",770,0,8320.06986726076
"2848",584,1,9238.91937924489
"2849",584,1,12762.7261264126
"2850",770,1,13588.5406274001
"2851",584,1,10133.9713210928
"2852",584,1,10927.2138377194
"2853",584,1,11045.7595538282
"2854",689,1,17555.1000102255
"2855",666,1,11332.15607627
"2856",584,1,10912.5031313034
"2857",695,0,9915.90451101857
"2858",695,1,12512.3049413432
"2859",666,0,8890.55748138344
"2860",584,1,12073.5202241613
"2861",584,1,7618.43726124047
"2862",584,1,11030.0798438537
"2863",695,0,8086.79232908646
"2864",666,1,11329.042525218
"2865",666,0,10201.2044099936
"2866",695,0,9830.77686253501
"2867",689,0,10623.4880899141
"2868",695,0,8779.29040937246
"2869",584,0,10541.0866381901
"2870",584,1,11073.6481987203
"2871",695,1,12300.540647804
"2872",584,1,10187.2558072787
"2873",859,0,14236.9657808988
"2874",584,1,14049.6883202931
"2875",584,1,11148.3426001222
"2876",584,1,12224.3467192297
"2877",695,1,11675.2548801806
"2878",666,1,10258.5752514454
"2879",666,1,10140.9413763491
"2880",695,0,6021.23464034755
"2881",666,0,6403.55990431835
"2882",695,0,9692.93855289595
"2883",859,1,13149.0143650311
"2884",770,0,10118.9680995634
"2885",584,1,10501.0198015304
"2886",584,1,9902.28872888722
"2887",695,0,7203.04158561646
"2888",584,1,10245.5533700577
"2889",584,1,9489.7263254076
"2890",584,1,16183.7551512056
"2891",695,1,9647.45436134154
"2892",695,0,10038.8593872659
"2893",584,1,10044.2677367775
"2894",666,1,12817.1803094689
"2895",695,0,8599.38235862532
"2896",584,1,7939.89387206063
"2897",584,1,13042.6439035458
"2898",584,1,13046.2271142999
"2899",584,1,9671.35036759049
"2900",584,1,10528.690339107
"2901",584,1,14522.3212102075
"2902",859,1,16253.6261333476
"2903",584,1,9825.2631802756
"2904",666,1,10312.7481581945
"2905",695,1,12109.7072800201
"2906",666,1,8030.96606035304
"2907",584,1,7570.42637426856
"2908",584,1,10280.6660604013
"2909",584,1,9779.26088940951
"2910",584,1,13282.267318064
"2911",584,1,13031.7732738258
"2912",666,1,10891.60715787
"2913",695,1,10517.3611900623
"2914",584,1,13456.7989699944
"2915",584,1,11548.5446375638
"2916",584,1,10404.5807481036
"2917",666,1,9211.41082380336
"2918",584,0,7807.40504989847
"2919",584,1,10980.2138182116
"2920",584,1,12234.1684808621
"2921",666,1,11696.8423951129
"2922",584,1,11709.4377264284
"2923",666,0,10170.8721719189
"2924",770,1,12648.3398093111
"2925",695,1,10598.5747059651
"2926",584,1,11178.6430623717
"2927",584,1,8193.93305207299
"2928",695,1,11963.2375881384
"2929",584,1,14348.389985478
"2930",584,0,8736.19757074696
"2931",666,0,13399.4828546565
"2932",770,1,12799.9076039844
"2933",695,1,13561.8794423707
"2934",584,1,12730.4266260539
"2935",584,0,10242.830973257
"2936",695,1,9696.73533697603
"2937",584,1,11601.5744023824
"2938",584,1,18142.3935834304
"2939",689,1,11884.8865685812
"2940",770,1,14442.5003793822
"2941",859,0,7989.95538152929
"2942",584,0,8426.63558237237
"2943",695,0,6867.56588969476
"2944",695,1,12614.117783489
"2945",584,1,8757.7363675161
"2946",584,1,13786.6801697996
"2947",695,1,11221.0404829315
"2948",695,0,8307.65828322563
"2949",584,1,14333.3486411895
"2950",695,0,8091.08863426647
"2951",695,1,12594.6471498064
"2952",666,1,9917.25510622764
"2953",695,0,6916.08684361112
"2954",666,1,14525.6250237585
"2955",695,1,12407.1865819644
"2956",584,1,9352.75525620805
"2957",584,1,8937.73103451858
"2958",584,1,11596.431065549
"2959",770,1,13594.2312457402
"2960",666,1,11900.1543604672
"2961",584,1,6916.16747104359
"2962",770,1,11371.3310711712
"2963",584,1,9848.68233125396
"2964",584,1,11417.0044687872
"2965",695,1,14906.2168304656
"2966",695,1,12916.6032188564
"2967",584,1,9844.59185122813
"2968",584,1,13032.6508000649
"2969",695,0,10302.8270324442
"2970",770,1,14929.7317687767
"2971",695,1,9666.00934041001
"2972",859,0,8135.64469951802
"2973",695,1,8655.90520626384
"2974",695,1,14598.5225711654
"2975",584,1,13128.3266986111
"2976",584,1,12863.4120974202
"2977",695,1,11188.4236018115
"2978",584,1,12219.8408891279
"2979",584,1,9063.85038702828
"2980",695,0,10737.337739362
"2981",584,1,15945.4477995726
"2982",689,1,11366.171214438
"2983",584,1,10752.015230232
"2984",770,1,12721.2570059137
"2985",695,0,11177.3249266342
"2986",695,1,14606.4800531818
"2987",584,1,8313.63565745043
"2988",584,1,13269.7722318483
"2989",584,0,9416.15215603882
"2990",770,1,14541.856063428
"2991",695,0,10999.5061697165
"2992",689,1,12424.512518872
"2993",695,0,10677.4097538745
"2994",770,0,3779.44772173601
"2995",584,1,11826.0132755103
"2996",695,1,13252.2106867024
"2997",584,1,13377.0312958975
"2998",584,1,12908.0349323152
"2999",666,0,9828.73395566985
"3000",584,1,9031.66225319472
"3001",584,1,15063.6201666088
"3002",584,1,9795.69068806566
"3003",584,1,10728.4716999645
"3004",859,0,8783.86605934084
"3005",695,0,8632.43722575573
"3006",584,1,13798.839633522
"3007",584,1,8271.90163751941
"3008",695,1,12217.6781435537
"3009",584,1,10858.3565615731
"3010",770,1,11526.2728074954
"3011",695,1,13402.0143886454
"3012",584,1,11134.8520429426
"3013",695,1,15050.9396305041
"3014",695,0,6690.66567968087
"3015",584,1,14183.1753731788
"3016",584,1,9475.28874422512
"3017",584,1,13717.0352421992
"3018",770,0,7750.9716026103
"3019",584,1,7377.66572177843
"3020",584,1,13992.0472268265
"3021",695,0,6937.85585814612
"3022",584,1,12785.3017278872
"3023",666,1,10569.2669297038
"3024",666,1,11515.0601503277
"3025",859,1,11575.7252371188
"3026",584,1,9872.42124035352
"3027",584,1,6807.26054113041
"3028",770,0,9256.97495376013
"3029",584,1,9781.94470882338
"3030",584,1,7027.14551692779
"3031",584,1,11542.0469293544
"3032",695,0,6940.22049812132
"3033",584,1,10487.1125432955
"3034",770,0,10247.7193788867
"3035",584,1,11590.3711441833
"3036",584,1,10070.8894267581
"3037",584,1,13815.7314052903
"3038",584,1,12343.3576018126
"3039",584,1,8586.50510678569
"3040",695,0,9662.14111881914
"3041",584,1,10480.3767561387
"3042",584,1,10109.7879591667
"3043",584,0,7005.57859594277
"3044",584,1,12595.0003744926
"3045",695,1,11887.2870278383
"3046",584,1,10534.7805627429
"3047",584,1,11301.4663586186
"3048",584,1,12845.5895440509
"3049",689,1,10275.2692794766
"3050",695,0,8690.40133129282
"3051",584,1,8474.74279234908
"3052",689,0,10407.8403266284
"3053",695,1,12320.4448378156
"3054",695,0,9522.52506233492
"3055",695,1,10612.9036361501
"3056",695,0,9505.01067847749
"3057",584,0,7759.48482669628
"3058",584,1,12205.1017205272
"3059",695,0,8611.27123691654
"3060",770,0,11554.6193447414
"3061",695,1,11418.4009865033
"3062",695,0,12202.7094542526
"3063",584,1,10807.466924341
"3064",695,0,7200.36366352121
"3065",584,1,9893.7842245145
"3066",695,0,10097.570017362
"3067",695,1,9827.44287572446
"3068",666,1,11893.6952746704
"3069",584,1,12675.0687616702
"3070",695,1,10899.1491011504
"3071",695,0,7712.69555444468
"3072",584,1,7991.35299588902
"3073",695,1,10263.3481132884
"3074",770,0,8619.10376533411
"3075",584,1,11274.7869522054
"3076",695,1,11782.1467813968
"3077",584,1,7556.63995887346
"3078",695,0,6023.58844745221
"3079",695,0,9328.56952740223
"3080",695,0,10974.0417279629
"3081",770,0,9667.8065145428
"3082",695,0,10406.4316498765
"3083",584,1,8503.71610528599
"3084",689,1,10783.4905698737
"3085",695,0,6055.926587146
"3086",584,1,12978.0240003883
"3087",666,0,9134.73884554208
"3088",584,1,9548.90890481481
"3089",695,1,15592.5045728884
"3090",770,0,9479.53862983712
"3091",695,0,10489.7115789522
"3092",584,1,9792.71507346126
"3093",695,1,14261.8595975075
"3094",666,1,12794.4234373884
"3095",584,1,12097.7917600854
"3096",584,1,9815.17792123331
"3097",770,0,11032.8511312083
"3098",770,0,10535.1056992376
"3099",695,0,7385.80169721499
"3100",584,0,8068.41454060642
"3101",584,1,10359.6667393291
"3102",584,1,11260.4130546782
"3103",770,0,6758.60856940976
"3104",584,1,12169.9438166812
"3105",695,0,8881.88644486462
"3106",695,0,8841.47402303366
"3107",666,1,9444.55809415786
"3108",584,1,9555.99734759897
"3109",695,0,6368.01441414399
"3110",859,0,10296.6894488082
"3111",695,0,8278.61817241708
"3112",584,1,13657.4004431241
"3113",584,1,7773.1276174194
"3114",666,0,4778.47273903092
"3115",695,0,11309.6461464118
"3116",584,1,5994.00741528505
"3117",584,1,9896.18384189714
"3118",695,0,9615.66540661811
"3119",584,1,11448.5431704002
"3120",584,1,8785.75628077014
"3121",584,1,12334.9615617451
"3122",695,1,12119.7134148096
"3123",584,1,8708.07045922243
"3124",584,1,12265.3163066901
"3125",584,1,12469.7985187193
"3126",695,1,12867.3572610134
"3127",695,0,8562.86611037545
"3128",770,0,8831.91894584204
"3129",695,1,14257.2846064897
"3130",666,1,12867.8617613118
"3131",770,0,11515.5947806076
"3132",666,1,14930.5093904084
"3133",770,0,10229.4879545304
"3134",695,0,8329.70526728881
"3135",770,1,11914.9029607003
"3136",695,1,11729.0891661817
"3137",695,1,12365.5684077945
"3138",695,0,8417.25291441342
"3139",695,1,14861.1974500587
"3140",695,1,9010.82057894198
"3141",770,0,9981.14183379258
"3142",584,1,13479.3392646864
"3143",695,0,7555.22068681005
"3144",695,1,11187.8614011638
"3145",695,0,7673.84861918838
"3146",770,0,7825.25374290832
"3147",584,1,10419.6367264499
"3148",584,0,5810.32971659882
"3149",770,0,8117.46312285709
"3150",584,1,13354.610950068
"3151",770,0,10876.550199218
"3152",584,1,11522.686071687
"3153",859,0,8455.99284252716
"3154",695,1,13818.6561743682
"3155",770,1,9366.62133743963
"3156",695,0,10103.9848977989
"3157",584,1,10084.1528417403
"3158",584,1,12159.003783565
"3159",584,1,12094.4341826436
"3160",584,0,8820.38023299179
"3161",695,0,11642.4660861871
"3162",584,1,10899.2330895356
"3163",584,1,14508.687451049
"3164",584,1,10549.9255563015
"3165",666,0,6477.99719629723
"3166",770,0,11009.8488488202
"3167",695,1,10433.4736845175
"3168",584,1,9243.47076592368
"3169",584,1,13788.6422662262
"3170",695,1,13656.9398904396
"3171",695,1,12242.4671177884
"3172",584,1,9361.1204814674
"3173",695,0,6687.4899217508
"3174",695,1,13257.3257333496
"3175",666,1,12284.653820491
"3176",584,1,12521.3943244115
"3177",666,1,9142.60891796219
"3178",584,1,8382.01635389361
"3179",695,0,4228.62927068898
"3180",584,1,10824.9039352981
"3181",695,1,10643.2848971519
"3182",666,1,7108.48260150859
"3183",695,1,11034.8648239615
"3184",695,1,11877.8525729031
"3185",584,1,14163.9587539457
"3186",695,0,8503.29894695888
"3187",666,1,15395.4239534113
"3188",584,1,13033.6053748775
"3189",770,0,8408.30054774768
"3190",666,0,10613.9240766317
"3191",695,1,12914.500484713
"3192",584,1,10834.9270792211
"3193",584,1,13772.0739799516
"3194",695,1,12844.9356683594
"3195",695,0,4066.90336379353
"3196",584,1,11922.4082209894
"3197",584,1,13461.4265713028
"3198",695,1,14080.788462933
"3199",695,0,10703.822550523
"3200",584,1,13804.4489321126
"3201",695,1,12531.2199450595
"3202",770,0,8174.90110800212
"3203",859,0,11068.7999988187
"3204",584,1,6468.23252876581
"3205",666,0,9193.82978656756
"3206",695,1,16517.8836928924
"3207",584,1,10290.4600926848
"3208",695,1,10298.870397171
"3209",584,1,11051.8303542952
"3210",695,1,11372.241630911
"3211",584,1,10035.5862908045
"3212",695,1,9023.26568899609
"3213",859,0,14156.1217070943
"3214",695,0,7256.00785132078
"3215",584,1,12660.0032135395
"3216",695,1,13495.2547017066
"3217",689,0,10676.1257007683
"3218",584,1,12154.1566292773
"3219",666,1,11048.5341594805
"3220",584,1,12275.4307274872
"3221",666,1,11449.3859420526
"3222",695,1,12078.4605380925
"3223",695,1,12116.2922862329
"3224",695,1,14749.2098518243
"3225",584,1,9235.07954914596
"3226",584,1,12705.1126722495
"3227",666,1,13470.0761002473
"3228",584,1,11418.6073273398
"3229",584,1,11609.1922057497
"3230",695,1,9692.78939412777
"3231",584,0,7781.02929584637
"3232",770,0,11806.5418666251
"3233",584,1,10777.5149436571
"3234",584,0,8187.85271468573
"3235",584,1,10673.1910893352
"3236",584,1,12298.5067833121
"3237",695,1,12217.7616688599
"3238",584,1,11031.8149943561
"3239",695,1,11601.1954599667
"3240",770,0,8248.27312109282
"3241",584,0,9318.49236104413
"3242",584,0,6339.28847669181
"3243",695,1,13235.9056022696
"3244",859,0,9664.21042569064
"3245",584,1,12197.0226197416
"3246",695,1,14624.9537078849
"3247",584,1,4975.54462719943
"3248",695,1,13094.7043089666
"3249",584,1,14577.4628756636
"3250",770,0,13309.2929038651
"3251",695,1,10490.2861181318
"3252",770,0,11011.8502106708
"3253",666,1,9060.80382022271
"3254",770,0,13283.6134066479
"3255",584,0,8093.93755024166
"3256",584,1,12367.875285291
"3257",584,0,9658.78749320055
"3258",584,1,14510.6820551839
"3259",770,1,12643.6731332414
"3260",584,1,12166.818445141
"3261",695,1,11854.3910248076
"3262",584,1,10598.6743901241
"3263",584,1,12674.9501788782
"3264",770,0,9514.01639500071
"3265",770,0,7072.51256551493
"3266",584,1,11706.4814219386
"3267",695,1,13516.0545408402
"3268",695,1,13742.7708609866
"3269",695,1,10812.6100484307
"3270",584,1,12696.042873967
"3271",584,1,14221.3153165402
"3272",695,1,13434.3575374381
"3273",695,0,12003.2122229297
"3274",584,1,11199.2129813482
"3275",584,1,10612.6583816496
"3276",695,0,7897.01451221303
"3277",584,1,11187.7862685626
"3278",770,0,9697.76813392714
"3279",584,1,10883.59895645
"3280",584,1,9984.34341009217
"3281",584,1,11398.5578282318
"3282",584,1,15110.2631626596
"3283",584,1,9328.44983278325
"3284",770,0,12134.5738083031
"3285",584,1,12801.349922292
"3286",584,1,10901.0596236798
"3287",695,1,10814.187989367
"3288",584,1,9512.32365970755
"3289",584,1,14163.5127725232
"3290",584,1,12311.6977537075
"3291",689,1,12659.4290262375
"3292",770,0,11042.0322722023
"3293",584,1,13328.3506772808
"3294",695,0,5283.90957666619
"3295",695,0,9482.04748714936
"3296",695,1,10077.0495610378
"3297",770,0,11938.5234073287
"3298",695,0,9763.13172044663
"3299",584,1,11679.7758373251
"3300",584,1,11982.0215436025
"3301",584,1,13966.2252253578
"3302",695,1,12928.4522582436
"3303",584,1,8703.42828648074
"3304",770,1,10266.3867022861
"3305",770,0,9526.09762241161
"3306",695,1,9775.9134703815
"3307",695,1,13153.0557633692
"3308",584,1,10970.0638289407
"3309",584,1,12326.569045677
"3310",666,1,14572.384740677
"3311",695,0,7153.78267039464
"3312",584,1,9519.0482310859
"3313",584,1,12009.4913647221
"3314",695,1,12661.5146191361
"3315",695,0,10367.1062933482
"3316",666,0,10651.4735032095
"3317",770,1,12439.894192509
"3318",695,0,8563.74198173776
"3319",695,1,13629.5199405544
"3320",584,0,6701.82761981512
"3321",666,1,14480.5045312644
"3322",584,1,11187.5279518598
"3323",666,1,12280.8547532131
"3324",584,0,5877.05302571442
"3325",584,1,8152.9424625119
"3326",695,0,10552.8821738105
"3327",584,1,7691.00619427126
"3328",584,1,14196.7124502456
"3329",584,1,11602.7770833082
"3330",584,1,10647.2451948532
"3331",770,0,8286.71651270026
"3332",584,1,12370.3904768062
"3333",666,1,13194.219060729
"3334",584,1,12117.4998979499
"3335",689,1,10323.328861643
"3336",584,1,10063.7709378923
"3337",584,1,8900.94406071381
"3338",666,1,8573.42001246905
"3339",584,1,8379.96683834592
"3340",695,0,10510.0691975986
"3341",770,0,11423.2749976934
"3342",666,0,7193.15252466502
"3343",584,1,14533.0157519946
"3344",584,1,12773.8701560208
"3345",770,0,11187.1150714004
"3346",695,1,14112.8442558614
"3347",584,1,14406.4983384183
"3348",584,0,10087.3611403957
"3349",584,1,12790.2459315978
"3350",584,1,9428.44232054313
"3351",695,1,12478.8899847443
"3352",666,1,11128.3098825777
"3353",770,1,13146.9184966971
"3354",695,0,11672.4378853205
"3355",584,1,9998.60537078817
"3356",584,1,9978.73083044213
"3357",859,0,12666.1428040359
"3358",584,1,10976.2314777113
"3359",695,1,11423.1523702183
"3360",770,0,10928.0718552218
"3361",666,1,11177.9960009917
"3362",584,1,12926.4578799808
"3363",584,1,16379.5796206069
"3364",695,0,7421.20482311581
"3365",695,1,12181.4474249508
"3366",859,0,10770.2587807585
"3367",584,1,9424.23011926683
"3368",695,0,9071.51313623661
"3369",584,1,8980.58019472276
"3370",584,1,13725.5181730989
"3371",584,1,12687.1737742908
"3372",584,1,10774.2316357825
"3373",584,0,5554.44891026618
"3374",695,1,8374.83077946334
"3375",689,1,11524.5947642839
"3376",666,0,7769.26632780042
"3377",584,1,13355.0380142017
"3378",770,1,14009.9176009586
"3379",584,1,13074.1242759706
"3380",695,1,11034.8218882861
"3381",584,1,7862.51865620421
"3382",666,1,12430.1695609984
"3383",770,0,8133.45213332823
"3384",584,1,10093.1907932666
"3385",770,1,13448.8431950767
